Timestamp,CPU Usage (%),RAM Usage (%),CPU Temp (°C),Disk Read (KB/s),Disk Write (KB/s),Network Out (KB/s),Process ID,Process Name,Ransomware
2025-03-16 11:18:48,2.0,33.4,41.75,6.37,167.62,0.03,994,pulseaudio,0
2025-03-16 11:18:50,2.0,33.4,38.75,6.28,168.78,0.03,994,pulseaudio,0
2025-03-16 11:18:52,1.5,33.4,44.75,6.19,167.66,0.03,994,pulseaudio,0
2025-03-16 11:18:54,3.0,33.4,41.625,6.1,166.51,0.03,1086,mysqld,0
2025-03-16 11:18:57,2.0,33.4,47.875,6.01,165.42,0.03,994,pulseaudio,0
2025-03-16 11:18:59,2.0,33.4,44.75,5.93,164.45,0.03,994,pulseaudio,0
2025-03-16 11:19:01,1.5,33.4,41.5,5.85,169.17,0.03,8382,python3,0
2025-03-16 11:19:03,3.0,33.4,38.375,5.77,168.31,0.03,8382,python3,0
2025-03-16 11:19:05,1.5,33.4,37.875,5.7,167.21,0.03,994,pulseaudio,0
2025-03-16 11:19:07,2.0,33.4,37.875,5.7,166.15,0.03,994,pulseaudio,0
2025-03-16 11:19:09,2.0,33.4,45.875,5.62,165.15,0.03,994,pulseaudio,0
2025-03-16 11:19:11,1.5,33.4,42.75,5.55,164.25,0.03,994,pulseaudio,0
2025-03-16 11:19:13,1.0,33.4,39.625,5.48,163.27,0.03,994,pulseaudio,0
2025-03-16 11:19:15,1.5,33.4,38.0,5.42,162.35,0.03,994,pulseaudio,0
2025-03-16 11:19:17,1.5,33.4,45.0,5.35,161.43,0.02,994,pulseaudio,0
2025-03-16 11:19:19,3.5,33.4,41.875,5.29,160.52,0.04,994,pulseaudio,0
2025-03-16 11:19:21,2.5,33.4,48.625,5.22,166.43,0.04,994,pulseaudio,0
2025-03-16 11:19:23,0.5,33.4,45.5,5.16,165.58,0.04,994,pulseaudio,0
2025-03-16 11:19:25,1.5,33.4,42.375,5.1,164.67,0.04,994,pulseaudio,0
2025-03-16 11:19:27,1.5,33.4,39.25,5.04,165.56,0.04,994,pulseaudio,0
2025-03-16 11:19:29,1.0,33.4,45.75,4.98,164.71,0.03,994,pulseaudio,0
2025-03-16 11:19:31,2.5,33.4,42.625,4.93,163.83,0.03,994,pulseaudio,0
2025-03-16 11:19:33,2.5,33.4,49.125,4.87,162.99,0.03,994,pulseaudio,0
2025-03-16 11:19:35,1.5,33.3,45.875,4.82,162.21,0.03,8382,python3,0
2025-03-16 11:19:37,1.5,33.3,42.75,4.77,161.4,0.03,8382,python3,0
2025-03-16 11:19:39,1.0,33.3,39.625,4.72,160.58,0.03,8382,python3,0
2025-03-16 11:19:41,1.0,33.3,37.625,4.66,159.72,0.03,994,pulseaudio,0
2025-03-16 11:19:43,2.5,33.3,43.625,4.62,158.9,0.03,8382,python3,0
2025-03-16 11:19:46,2.5,33.3,50.625,4.57,158.11,0.03,994,pulseaudio,0
2025-03-16 11:19:48,1.5,33.3,47.375,4.52,157.43,0.03,8382,python3,0
2025-03-16 11:19:50,1.0,33.3,44.25,4.47,156.67,0.03,994,pulseaudio,0
2025-03-16 11:19:52,2.5,33.3,41.125,4.43,163.97,0.03,8382,python3,0
2025-03-16 11:19:54,1.0,33.3,37.875,4.38,163.57,0.03,994,pulseaudio,0
2025-03-16 11:19:56,2.0,33.3,37.5,4.34,162.8,0.03,8382,python3,0
2025-03-16 11:19:58,2.5,33.3,44.875,4.37,162.06,0.04,994,pulseaudio,0
2025-03-16 11:20:00,1.5,33.3,41.75,4.33,163.09,0.04,8382,python3,0
2025-03-16 11:20:02,1.5,33.3,38.5,4.29,162.37,0.03,8382,python3,0
2025-03-16 11:20:04,6.6,33.3,55.875,4.27,161.57,0.03,690,udisksd,0
2025-03-16 11:20:06,1.5,33.3,52.75,4.23,160.79,0.03,994,pulseaudio,0
2025-03-16 11:20:08,2.0,33.3,49.5,4.19,160.01,0.03,8382,python3,0
2025-03-16 11:20:10,2.0,33.3,46.5,4.15,159.35,0.03,994,pulseaudio,0
2025-03-16 11:20:12,1.5,33.3,43.25,5.94,158.68,0.03,994,pulseaudio,0
2025-03-16 11:20:14,1.0,33.3,40.125,5.89,159.16,0.03,994,pulseaudio,0
2025-03-16 11:20:16,1.5,33.3,37.5,5.83,158.55,0.03,8382,python3,0
2025-03-16 11:20:18,1.0,33.3,37.375,5.78,157.91,0.03,994,pulseaudio,0
2025-03-16 11:20:20,2.5,33.3,37.5,5.76,164.17,0.04,994,pulseaudio,0
2025-03-16 11:20:22,2.5,33.3,44.875,5.71,164.07,0.04,994,pulseaudio,0
2025-03-16 11:20:24,1.0,33.3,41.875,5.66,163.41,0.04,994,pulseaudio,0
2025-03-16 11:20:26,1.5,33.3,38.75,5.61,164.09,0.04,994,pulseaudio,0
2025-03-16 11:20:28,1.0,33.3,37.625,5.57,163.55,0.04,8382,python3,0
2025-03-16 11:20:30,1.0,33.3,37.375,5.52,162.87,0.04,994,pulseaudio,0
2025-03-16 11:20:33,2.5,33.3,43.5,5.47,162.17,0.04,8382,python3,0
2025-03-16 11:20:35,2.0,33.3,49.625,5.43,161.55,0.04,8382,python3,0
2025-03-16 11:20:37,1.5,33.3,46.375,5.38,160.97,0.04,994,pulseaudio,0
2025-03-16 11:20:39,1.5,33.3,43.25,5.34,160.35,0.04,8382,python3,0
2025-03-16 11:20:41,3.0,33.3,40.0,5.29,159.73,0.04,8382,python3,0
2025-03-16 11:20:43,1.5,33.3,37.5,5.25,159.13,0.04,8382,python3,0
2025-03-16 11:20:45,2.5,33.3,37.5,5.21,158.54,0.04,994,pulseaudio,0
2025-03-16 11:20:47,3.0,33.3,44.125,5.18,157.98,0.04,8382,python3,0
2025-03-16 11:20:49,1.5,33.3,41.125,5.14,157.43,0.04,994,pulseaudio,0
2025-03-16 11:20:51,0.5,33.3,38.0,5.1,156.85,0.04,994,pulseaudio,0
2025-03-16 11:20:53,1.5,33.3,37.375,5.06,162.54,0.04,994,pulseaudio,0
2025-03-16 11:20:55,2.0,33.3,37.25,5.02,162.04,0.04,8382,python3,0
2025-03-16 11:20:57,2.0,33.3,37.25,4.98,161.82,0.04,8382,python3,0
2025-03-16 11:20:59,2.5,33.3,44.0,4.95,161.25,0.04,994,pulseaudio,0
2025-03-16 11:21:01,1.5,33.3,41.0,4.91,160.74,0.04,994,pulseaudio,0
2025-03-16 11:21:03,1.5,33.3,37.875,4.87,160.18,0.03,8382,python3,0
2025-03-16 11:21:05,1.5,33.3,37.25,4.84,160.8,0.03,8382,python3,0
2025-03-16 11:21:07,1.5,33.3,37.25,4.8,160.28,0.03,8382,python3,0
2025-03-16 11:21:09,2.5,33.3,37.25,4.76,159.73,0.03,994,pulseaudio,0
2025-03-16 11:21:11,2.5,33.3,44.0,4.73,159.21,0.03,8382,python3,0
2025-03-16 11:21:13,1.5,33.3,40.75,4.7,158.72,0.03,8382,python3,0
2025-03-16 11:21:15,1.5,33.3,37.625,4.66,159.09,0.03,994,pulseaudio,0
2025-03-16 11:21:18,2.0,33.3,37.25,4.64,158.61,0.03,994,pulseaudio,0
2025-03-16 11:21:20,2.5,33.3,43.75,4.61,158.1,0.04,994,pulseaudio,0
2025-03-16 11:21:22,2.5,33.3,50.875,4.58,157.61,0.04,994,pulseaudio,0
2025-03-16 11:21:24,1.0,33.3,47.625,4.55,162.62,0.04,8382,python3,0
2025-03-16 11:21:26,1.5,33.3,44.5,4.52,162.98,0.04,994,pulseaudio,0
2025-03-16 11:21:28,1.0,33.3,41.5,4.48,162.48,0.04,994,pulseaudio,0
2025-03-16 11:21:30,2.0,33.3,38.375,4.45,162.07,0.04,994,pulseaudio,0
2025-03-16 11:21:32,2.5,33.3,37.125,4.42,161.56,0.04,994,pulseaudio,0
2025-03-16 11:21:34,2.5,33.3,44.125,4.39,161.06,0.04,994,pulseaudio,0
2025-03-16 11:21:36,1.0,33.3,41.0,4.36,160.61,0.04,994,pulseaudio,0
2025-03-16 11:21:38,1.5,33.3,37.875,4.34,160.13,0.04,994,pulseaudio,0
2025-03-16 11:21:40,1.0,33.3,37.0,4.31,162.77,0.04,8382,python3,0
2025-03-16 11:21:42,1.5,33.3,37.0,4.28,162.31,0.04,994,pulseaudio,0
2025-03-16 11:21:44,2.5,33.3,37.0,4.25,161.81,0.04,8382,python3,0
2025-03-16 11:21:46,2.5,33.3,44.25,4.22,161.32,0.04,8382,python3,0
2025-03-16 11:21:48,1.5,33.3,41.0,4.2,160.88,0.04,994,pulseaudio,0
2025-03-16 11:21:50,2.0,33.3,37.875,4.17,160.4,0.04,8382,python3,0
2025-03-16 11:21:52,1.5,33.3,37.125,4.14,159.93,0.04,994,pulseaudio,0
2025-03-16 11:21:54,2.0,33.3,37.0,4.12,161.87,0.04,8382,python3,0
2025-03-16 11:21:56,2.5,33.3,37.0,4.09,161.4,0.04,8382,python3,0
2025-03-16 11:21:58,2.0,33.3,43.75,4.07,160.93,0.04,994,pulseaudio,0
2025-03-16 11:22:00,1.5,33.3,40.5,4.04,160.69,0.04,994,pulseaudio,0
2025-03-16 11:22:02,1.0,33.3,37.625,4.02,160.23,0.03,994,pulseaudio,0
2025-03-16 11:22:04,2.0,33.3,37.25,3.99,160.85,0.03,8382,python3,0
2025-03-16 11:22:07,2.5,33.3,37.25,3.97,160.5,0.03,994,pulseaudio,0
2025-03-16 11:22:09,2.5,33.3,46.625,3.94,160.06,0.03,994,pulseaudio,0
2025-03-16 11:22:11,1.5,33.3,43.375,3.92,159.64,0.03,8382,python3,0
2025-03-16 11:22:13,2.0,33.3,40.25,3.9,159.21,0.03,994,pulseaudio,0
2025-03-16 11:22:15,1.5,33.3,37.375,3.87,158.81,0.03,994,pulseaudio,0
2025-03-16 11:22:17,3.0,33.3,37.0,3.85,158.38,0.03,8382,python3,0
2025-03-16 11:22:19,3.0,33.3,37.0,3.83,157.98,0.04,994,pulseaudio,0
2025-03-16 11:22:21,8.2,33.3,44.0,3.85,157.57,0.04,1195,gnome-shell,0
2025-03-16 11:22:23,6.6,33.3,40.75,3.83,157.19,0.04,1195,gnome-shell,0
2025-03-16 11:22:25,6.1,33.3,37.75,3.81,161.3,0.04,1195,gnome-shell,0
2025-03-16 11:22:27,4.6,33.3,37.375,3.78,160.88,0.04,1195,gnome-shell,0
2025-03-16 11:22:29,4.0,33.3,37.25,3.76,160.45,0.04,1195,gnome-shell,0
2025-03-16 11:22:31,1.5,32.4,46.125,3.75,160.04,0.04,1195,gnome-shell,0
2025-03-16 11:22:33,1.0,32.4,43.25,3.73,159.88,0.04,994,pulseaudio,0
2025-03-16 11:22:35,1.5,32.4,40.125,3.71,159.51,0.04,8382,python3,0
2025-03-16 11:22:37,2.5,32.3,37.375,3.69,159.1,0.04,8382,python3,0
2025-03-16 11:22:39,1.5,32.3,37.0,3.67,159.74,0.04,994,pulseaudio,0
2025-03-16 11:22:41,2.0,32.3,37.0,3.65,159.35,0.04,994,pulseaudio,0
2025-03-16 11:22:43,0.5,32.3,37.0,3.63,158.95,0.04,8382,python3,0
2025-03-16 11:22:45,1.5,32.3,43.625,3.61,158.55,0.04,8382,python3,0
2025-03-16 11:22:47,2.0,32.3,40.5,3.59,158.19,0.04,994,pulseaudio,0
2025-03-16 11:22:50,2.5,32.3,37.375,3.57,157.8,0.04,994,pulseaudio,0
2025-03-16 11:22:52,1.5,32.3,36.75,3.55,157.42,0.04,8382,python3,0
2025-03-16 11:22:54,2.0,32.3,36.75,3.53,157.03,0.04,994,pulseaudio,0
2025-03-16 11:22:56,2.0,32.4,43.625,3.53,160.81,0.04,994,pulseaudio,0
2025-03-16 11:22:58,1.5,32.4,40.5,3.51,160.46,0.04,994,pulseaudio,0
2025-03-16 11:23:00,2.0,32.4,37.5,3.5,160.92,0.04,8382,python3,0
2025-03-16 11:23:02,2.0,32.4,36.75,3.48,160.56,0.03,994,pulseaudio,0
2025-03-16 11:23:04,3.0,32.4,36.625,3.46,160.18,0.03,8382,python3,0
2025-03-16 11:23:06,1.5,32.4,36.625,3.44,159.95,0.03,994,pulseaudio,0
2025-03-16 11:23:08,1.5,32.4,43.5,3.42,159.57,0.03,8382,python3,0
2025-03-16 11:23:10,1.5,32.4,40.25,3.41,159.22,0.03,8382,python3,0
2025-03-16 11:23:12,1.0,32.4,37.25,3.39,158.97,0.03,994,pulseaudio,0
2025-03-16 11:23:14,2.0,32.4,36.75,3.37,158.6,0.03,994,pulseaudio,0
2025-03-16 11:23:16,2.0,32.4,36.75,3.36,159.06,0.03,994,pulseaudio,0
2025-03-16 11:23:18,1.5,32.4,36.75,3.34,158.94,0.03,994,pulseaudio,0
2025-03-16 11:23:20,1.5,32.4,43.625,3.32,158.58,0.04,994,pulseaudio,0
2025-03-16 11:23:22,1.0,32.4,40.625,3.31,158.26,0.04,8382,python3,0
2025-03-16 11:23:24,1.5,32.4,37.375,3.29,158.01,0.04,8382,python3,0
2025-03-16 11:23:26,1.5,32.4,36.5,3.27,161.02,0.04,994,pulseaudio,0
2025-03-16 11:23:28,1.5,32.4,36.5,3.26,160.67,0.04,994,pulseaudio,0
2025-03-16 11:23:30,1.5,32.4,36.5,3.24,160.42,0.04,994,pulseaudio,0
2025-03-16 11:23:32,2.0,32.4,43.25,3.23,160.06,0.04,994,pulseaudio,0
2025-03-16 11:23:34,1.5,32.4,40.25,3.21,159.73,0.04,8382,python3,0
2025-03-16 11:23:37,1.5,32.4,37.0,3.19,159.5,0.04,994,pulseaudio,0
2025-03-16 11:23:39,2.5,32.4,36.5,3.18,159.15,0.04,1195,gnome-shell,0
2025-03-16 11:23:41,3.0,32.3,36.5,3.16,158.8,0.04,994,pulseaudio,0
2025-03-16 11:23:43,1.5,32.4,43.375,3.15,158.46,0.04,994,pulseaudio,0
2025-03-16 11:23:45,1.0,32.4,40.125,3.13,158.14,0.04,8382,python3,0
2025-03-16 11:23:47,1.5,32.4,37.0,3.12,157.81,0.04,994,pulseaudio,0
2025-03-16 11:23:49,1.5,32.4,36.25,3.11,157.59,0.04,8382,python3,0
2025-03-16 11:23:51,3.0,32.4,36.125,3.09,157.98,0.04,8382,python3,0
2025-03-16 11:23:53,1.5,32.4,36.0,3.08,157.66,0.04,994,pulseaudio,0
2025-03-16 11:23:55,2.0,32.5,42.5,3.06,157.43,0.04,994,pulseaudio,0
2025-03-16 11:23:57,1.5,32.5,39.5,3.05,160.73,0.04,994,pulseaudio,0
2025-03-16 11:23:59,1.5,32.5,36.5,3.03,160.38,0.04,994,pulseaudio,0
2025-03-16 11:24:01,1.0,32.5,36.0,3.02,160.04,0.03,994,pulseaudio,0
2025-03-16 11:24:03,1.5,32.5,42.25,3.01,159.67,0.03,8382,python3,0
2025-03-16 11:24:05,2.0,32.4,39.0,2.99,159.3,0.03,994,pulseaudio,0
2025-03-16 11:24:07,2.0,32.4,45.125,2.98,158.94,0.03,994,pulseaudio,0
2025-03-16 11:24:09,1.5,32.4,41.875,2.97,158.61,0.03,8382,python3,0
2025-03-16 11:24:11,1.0,32.4,38.75,2.95,158.26,0.03,994,pulseaudio,0
2025-03-16 11:24:13,1.5,32.4,36.25,2.94,157.92,0.03,8382,python3,0
2025-03-16 11:24:15,1.5,32.4,36.0,2.93,157.57,0.04,994,pulseaudio,0
2025-03-16 11:24:17,2.0,32.4,36.0,2.92,157.23,0.04,994,pulseaudio,0
2025-03-16 11:24:19,2.0,32.5,43.25,2.9,159.61,0.04,994,pulseaudio,0
2025-03-16 11:24:21,2.0,32.5,40.25,2.89,159.32,0.04,8382,python3,0
2025-03-16 11:24:24,1.0,32.5,37.0,2.88,158.99,0.04,994,pulseaudio,0
2025-03-16 11:24:26,2.0,32.5,36.125,2.87,159.4,0.04,8382,python3,0
2025-03-16 11:24:28,1.0,32.5,36.0,2.85,160.2,0.04,994,pulseaudio,0
2025-03-16 11:24:30,1.5,32.5,35.875,2.84,159.89,0.04,8382,python3,0
2025-03-16 11:24:32,1.0,32.5,43.375,2.83,159.57,0.04,994,pulseaudio,0
2025-03-16 11:24:34,1.5,32.5,40.125,2.82,159.38,0.04,8382,python3,0
2025-03-16 11:24:36,1.5,32.5,37.125,2.8,159.58,0.04,994,pulseaudio,0
2025-03-16 11:24:38,1.0,32.5,36.25,2.79,159.25,0.04,994,pulseaudio,0
2025-03-16 11:24:40,1.0,32.5,42.625,2.79,159.04,0.04,994,pulseaudio,0
2025-03-16 11:24:42,1.0,32.5,39.625,2.78,158.76,0.04,8382,python3,0
2025-03-16 11:24:44,1.5,32.5,46.125,2.77,158.46,0.04,994,pulseaudio,0
2025-03-16 11:24:46,1.5,32.5,42.875,2.75,158.18,0.04,994,pulseaudio,0
2025-03-16 11:24:48,1.0,32.5,39.75,2.74,157.89,0.04,994,pulseaudio,0
2025-03-16 11:24:50,2.0,32.5,36.5,2.73,157.59,0.04,994,pulseaudio,0
2025-03-16 11:24:52,1.5,32.5,35.875,2.72,157.3,0.04,994,pulseaudio,0
2025-03-16 11:24:54,1.5,32.5,42.25,2.71,157.02,0.04,994,pulseaudio,0
2025-03-16 11:24:56,1.5,32.5,48.625,2.7,156.73,0.04,994,pulseaudio,0
2025-03-16 11:24:58,2.0,32.5,45.375,2.69,156.48,0.04,8382,python3,0
2025-03-16 11:25:00,1.5,32.6,42.25,2.7,159.63,0.04,994,pulseaudio,0
2025-03-16 11:25:02,2.0,32.6,39.0,2.69,159.41,0.04,8382,python3,0
2025-03-16 11:25:04,1.5,32.6,36.5,2.68,159.17,0.04,994,pulseaudio,0
2025-03-16 11:25:06,1.0,32.6,36.0,2.67,158.88,0.04,994,pulseaudio,0
2025-03-16 11:25:08,2.0,32.7,42.375,2.66,159.52,0.04,994,pulseaudio,0
2025-03-16 11:25:11,2.5,32.7,39.125,2.65,159.42,0.04,994,pulseaudio,0
2025-03-16 11:25:13,2.5,32.7,36.25,2.64,159.3,0.04,994,pulseaudio,0
2025-03-16 11:25:15,2.5,32.7,42.625,2.63,159.01,0.04,8382,python3,0
2025-03-16 11:25:17,3.0,32.6,39.5,2.62,158.73,0.04,8382,python3,0
2025-03-16 11:25:19,1.5,32.7,45.875,2.61,158.49,0.04,994,pulseaudio,0
2025-03-16 11:25:21,1.0,32.7,42.625,2.6,158.24,0.04,994,pulseaudio,0
2025-03-16 11:25:23,1.5,32.7,39.5,2.59,157.96,0.04,8382,python3,0
2025-03-16 11:25:25,1.0,32.7,36.375,2.58,157.69,0.04,994,pulseaudio,0
2025-03-16 11:25:27,3.5,32.7,35.875,2.57,157.42,0.04,994,pulseaudio,0
2025-03-16 11:25:29,2.0,32.7,35.75,2.56,157.15,0.04,994,pulseaudio,0
2025-03-16 11:25:31,2.0,32.7,43.125,2.55,159.85,0.04,994,pulseaudio,0
2025-03-16 11:25:33,1.5,32.7,40.0,2.54,159.62,0.04,994,pulseaudio,0
2025-03-16 11:25:35,1.5,32.7,36.75,2.53,159.34,0.04,994,pulseaudio,0
2025-03-16 11:25:37,2.0,32.7,35.875,2.52,159.08,0.04,8382,python3,0
2025-03-16 11:25:39,1.5,32.7,35.75,2.51,159.79,0.04,994,pulseaudio,0
2025-03-16 11:25:41,1.0,32.7,35.75,2.5,159.54,0.04,8382,python3,0
2025-03-16 11:25:43,1.5,32.7,43.0,2.5,159.33,0.04,994,pulseaudio,0
2025-03-16 11:25:45,1.5,32.7,39.75,2.49,159.09,0.04,994,pulseaudio,0
2025-03-16 11:25:47,1.5,32.7,36.75,2.48,158.82,0.04,994,pulseaudio,0
2025-03-16 11:25:49,1.5,32.7,35.75,2.47,159.18,0.04,994,pulseaudio,0
2025-03-16 11:25:51,2.0,32.7,35.75,2.46,158.93,0.04,994,pulseaudio,0
2025-03-16 11:25:53,1.5,32.7,35.625,2.45,158.67,0.04,994,pulseaudio,0
2025-03-16 11:25:55,1.0,32.7,42.0,2.44,158.42,0.04,8382,python3,0
2025-03-16 11:25:57,1.5,32.7,39.0,2.44,158.18,0.04,994,pulseaudio,0
2025-03-16 11:26:00,2.0,32.7,36.0,2.43,157.92,0.04,8382,python3,0
2025-03-16 11:26:02,3.0,32.7,35.875,2.42,159.75,0.04,994,pulseaudio,0
2025-03-16 11:26:04,2.5,32.7,35.75,2.41,159.5,0.04,994,pulseaudio,0
2025-03-16 11:26:06,1.5,32.7,42.625,2.4,159.24,0.04,8382,python3,0
2025-03-16 11:26:08,1.5,32.7,39.625,2.39,159.01,0.04,994,pulseaudio,0
2025-03-16 11:26:10,1.5,32.7,36.375,2.38,158.75,0.04,8382,python3,0
2025-03-16 11:26:12,1.5,32.7,35.75,2.38,158.5,0.04,8382,python3,0
2025-03-16 11:26:14,2.0,32.7,35.625,2.37,158.36,0.04,8382,python3,0
2025-03-16 11:26:16,1.5,32.7,35.625,2.36,158.14,0.04,1086,mysqld,0
2025-03-16 11:26:18,1.5,32.7,42.25,2.35,157.89,0.04,994,pulseaudio,0
2025-03-16 11:26:20,1.0,32.7,39.125,2.34,157.78,0.04,994,pulseaudio,0
2025-03-16 11:26:22,1.0,32.7,36.125,2.34,157.53,0.04,8382,python3,0
2025-03-16 11:26:24,2.0,32.6,35.75,2.33,157.29,0.04,994,pulseaudio,0
2025-03-16 11:26:26,1.5,32.6,35.75,2.32,157.71,0.04,8382,python3,0
2025-03-16 11:26:28,2.0,32.6,35.75,2.31,157.47,0.04,994,pulseaudio,0
